name,type,category,capacity_mw,lat,lon,source
PARE,Power Plant (Hydro),Thermal/Power Industry,110.0,27.2387,93.8107,WRI Power Database
PARICHA,Power Plant (Coal),Thermal/Power Industry,1140.0,25.5124,78.7588,WRI Power Database
PARLI,Power Plant (Coal),Thermal/Power Industry,1170.0,18.8685,76.5254,WRI Power Database
PARSEN_S VALLE,Power Plant (Hydro),Thermal/Power Industry,30.0,11.3646,76.6045,WRI Power Database
PATALGANGA,Power Plant (Gas),Thermal/Power Industry,66.0,18.8834,73.1814,WRI Power Database
PATHADI TPS PH -I,Power Plant (Coal),Thermal/Power Industry,600.0,22.2454,82.7246,WRI Power Database
PATHRI,Power Plant (Hydro),Thermal/Power Industry,20.4,29.9274,78.0415,WRI Power Database
PAWANA,Power Plant (Hydro),Thermal/Power Industry,10.0,18.6814,73.4948,WRI Power Database
PEDDAPURAM CCGT(Samalkot),Power Plant (Gas),Thermal/Power Industry,220.0,17.0853,82.1283,WRI Power Database
PENCH,Power Plant (Hydro),Thermal/Power Industry,160.0,21.4813,79.2086,WRI Power Database
PENNA AHOBELAM,Power Plant (Hydro),Thermal/Power Industry,20.0,14.6859,77.7147,WRI Power Database
PERIYAR,Power Plant (Hydro),Thermal/Power Industry,161.0,9.6266,77.1905,WRI Power Database
PIPAVAV CCCP,Power Plant (Gas),Thermal/Power Industry,702.86,20.8986,71.4693,WRI Power Database
POCHAMPAD,Power Plant (Hydro),Thermal/Power Industry,36.0,18.9766,78.2563,WRI Power Database
PONG,Power Plant (Hydro),Thermal/Power Industry,396.0,31.9667,75.9469,WRI Power Database
PORINGALKUTTU,Power Plant (Hydro),Thermal/Power Industry,32.0,10.3118,76.617,WRI Power Database
PORINGALKUTTU L,Power Plant (Hydro),Thermal/Power Industry,16.0,10.3118,76.617,WRI Power Database
PRAGATI CCCP -III,Power Plant (Gas),Thermal/Power Industry,1371.2,28.7962,77.0706,WRI Power Database
PRAGATI CCGT,Power Plant (Gas),Thermal/Power Industry,330.0,28.6146,77.2528,WRI Power Database
PRIYADARSHNI JURALA,Power Plant (Hydro),Thermal/Power Industry,234.0,16.3328,77.7036,WRI Power Database
PRYAGRAJ (BARA) TPP,Power Plant (Coal),Thermal/Power Industry,1980.0,25.196,81.6594,WRI Power Database
PULICHINTALA,Power Plant (Hydro),Thermal/Power Industry,120.0,16.7739,80.0525,WRI Power Database
PUNE MILL,Power Plant (Coal),Thermal/Power Industry,30.0,18.2417,74.7531,WRI Power Database
PURULIA PSS,Power Plant (Hydro),Thermal/Power Industry,900.0,23.1975,86.097,WRI Power Database
PYKARA,Power Plant (Hydro),Thermal/Power Industry,59.2,11.5336,76.6011,WRI Power Database
PYKARA ALIMATE,Power Plant (Hydro),Thermal/Power Industry,150.0,11.5336,76.6011,WRI Power Database
PaSP} AR,Power Plant (Solar),Thermal/Power Industry,50.0,14.256,77.414,WRI Power Database
PaSP} Acme O1,Power Plant (Solar),Thermal/Power Industry,50.0,14.266,77.477,WRI Power Database
PaSP} Acme O2,Power Plant (Solar),Thermal/Power Industry,50.0,14.266,77.469,WRI Power Database
PaSP} Adani D1,Power Plant (Solar),Thermal/Power Industry,50.0,14.259,77.485,WRI Power Database
PaSP} Adani O1,Power Plant (Solar),Thermal/Power Industry,50.0,14.238,77.483,WRI Power Database
PaSP} Adani O2,Power Plant (Solar),Thermal/Power Industry,50.0,14.252,77.486,WRI Power Database
PaSP} Fortum O1,Power Plant (Solar),Thermal/Power Industry,50.0,14.243,77.467,WRI Power Database
PaSP} Fortum O2,Power Plant (Solar),Thermal/Power Industry,50.0,14.237,77.467,WRI Power Database
PaSP} Rattan,Power Plant (Solar),Thermal/Power Industry,50.0,14.231,77.461,WRI Power Database
PaSP} Renew 1,Power Plant (Solar),Thermal/Power Industry,50.0,14.251,77.457,WRI Power Database
PaSP} Renew 2,Power Plant (Solar),Thermal/Power Industry,300.0,14.284,77.4,WRI Power Database
PaSP} Tata D1,Power Plant (Solar),Thermal/Power Industry,50.0,14.252,77.475,WRI Power Database
PaSP} Tata O1,Power Plant (Solar),Thermal/Power Industry,50.0,14.237,77.45,WRI Power Database
PaSP} Tata O2,Power Plant (Solar),Thermal/Power Industry,50.0,14.246,77.453,WRI Power Database
Pachama,Power Plant (Solar),Thermal/Power Industry,10.0,23.815,77.895,WRI Power Database
Padliya,Power Plant (Solar),Thermal/Power Industry,25.0,24.788,75.085,WRI Power Database
Paithan,Power Plant (Solar),Thermal/Power Industry,30.0,19.49,75.415,WRI Power Database
Palaswade,Power Plant (Solar),Thermal/Power Industry,25.0,17.56,74.835,WRI Power Database
Palaswade 2,Power Plant (Solar),Thermal/Power Industry,30.0,17.561,74.827,WRI Power Database
Palavalli,Power Plant (Solar),Thermal/Power Industry,50.0,14.142,77.316,WRI Power Database
Palimarwar,Power Plant (Solar),Thermal/Power Industry,10.0,25.735,73.59,WRI Power Database
Palvai-Sheripally,Power Plant (Solar),Thermal/Power Industry,10.0,17.965,78.55,WRI Power Database
Pambur GRT 1,Power Plant (Solar),Thermal/Power Industry,5.0,9.4511,78.5748,WRI Power Database
Pambur GRT 2,Power Plant (Solar),Thermal/Power Industry,5.0,9.4533,78.5758,WRI Power Database
Panandhro Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,23.6788,68.7653,WRI Power Database
Panipat,Power Plant (Solar),Thermal/Power Industry,10.0,29.389,76.871,WRI Power Database
Panwari,Power Plant (Solar),Thermal/Power Industry,5.5,25.46,79.465,WRI Power Database
Panyala,Power Plant (Solar),Thermal/Power Industry,5.0,17.742,78.142,WRI Power Database
Parashuramadevara Kote,Power Plant (Solar),Thermal/Power Industry,30.0,14.039,76.906,WRI Power Database
Parigi Global,Power Plant (Solar),Thermal/Power Industry,10.0,17.216,77.893,WRI Power Database
Parigi Minopharm,Power Plant (Solar),Thermal/Power Industry,5.0,17.232,77.865,WRI Power Database
Parigi SSJ,Power Plant (Solar),Thermal/Power Industry,5.0,17.167,77.915,WRI Power Database
Parli,Power Plant (Solar),Thermal/Power Industry,50.0,18.875,76.515,WRI Power Database
Patan Taluka Wind Farm,Power Plant (Wind),Thermal/Power Industry,65.6,17.2684,73.8368,WRI Power Database
Pathrala,Power Plant (Solar),Thermal/Power Industry,4.1,29.9846,74.7522,WRI Power Database
Patnaik Hatti Wind Farm,Power Plant (Wind),Thermal/Power Industry,15.0,21.1902,74.3795,WRI Power Database
Patnaik Jamnagar Wind Farm,Power Plant (Wind),Thermal/Power Industry,35.2,22.0983,70.2729,WRI Power Database
Patni,Power Plant (Solar),Thermal/Power Industry,10.0,22.125,87.34,WRI Power Database
Patodi Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,26.0748,72.2677,WRI Power Database
Peddaumenthal,Power Plant (Solar),Thermal/Power Industry,5.0,17.2287,77.9762,WRI Power Database
Peravali,Power Plant (Solar),Thermal/Power Industry,4.4,16.7383,81.7631,WRI Power Database
Periyapattana,Power Plant (Solar),Thermal/Power Industry,20.0,12.392,76.175,WRI Power Database
Phagi Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,26.5653,75.5622,WRI Power Database
Phalodi LNB,Power Plant (Solar),Thermal/Power Industry,22.6,27.11,72.34,WRI Power Database
Pokharapur,Power Plant (Solar),Thermal/Power Industry,11.0,17.82,75.58,WRI Power Database
Pokhran FVE Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,40.0,26.8022,72.0078,WRI Power Database
Pokhran Seamless,Power Plant (Solar),Thermal/Power Industry,5.0,26.872,71.907,WRI Power Database
Pokhran THE Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,100.0,26.7874,72.0099,WRI Power Database
Ponnusangampatti,Power Plant (Solar),Thermal/Power Industry,50.0,11.066,78.494,WRI Power Database
Powerica Jangi Vandjiya,Power Plant (Wind),Thermal/Power Industry,21.8,23.2478,70.5948,WRI Power Database
Powerica Kutch Wind Farm,Power Plant (Wind),Thermal/Power Industry,14.85,23.1897,70.6216,WRI Power Database
Powerica Theni Wind Farm,Power Plant (Wind),Thermal/Power Industry,9.9,9.9855,77.5777,WRI Power Database
Powerica Tirunelveli Wind Farm,Power Plant (Wind),Thermal/Power Industry,16.5,9.0198,77.4501,WRI Power Database
Pratapgarh Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,9.0,23.3682,70.7432,WRI Power Database
Precious Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,15.2,23.9151,71.9424,WRI Power Database
Puchakayala,Power Plant (Solar),Thermal/Power Industry,20.0,15.362,77.49,WRI Power Database
Pudukottai Aeon,Power Plant (Solar),Thermal/Power Industry,15.0,10.564,77.925,WRI Power Database
Pulivendula,Power Plant (Solar),Thermal/Power Industry,5.0,14.463,78.238,WRI Power Database
Punganur,Power Plant (Solar),Thermal/Power Industry,50.0,13.323,78.673,WRI Power Database
Punjawa - Sikh Wala Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,19.0,30.0208,74.546,WRI Power Database
Pura Lakchhan,Power Plant (Solar),Thermal/Power Industry,40.0,24.985,82.18,WRI Power Database
Puraini,Power Plant (Solar),Thermal/Power Industry,40.0,25.75,79.78,WRI Power Database
Putluru,Power Plant (Solar),Thermal/Power Industry,10.0,13.906,78.179,WRI Power Database
R.A.P.S.,Power Plant (Nuclear),Thermal/Power Industry,1080.0,24.8747,75.6189,WRI Power Database
R.P.SAGAR,Power Plant (Hydro),Thermal/Power Industry,172.0,24.9174,75.5794,WRI Power Database
RABRIYAWAS CEMENT,Power Plant (Coal),Thermal/Power Industry,18.7,26.2984,74.1234,WRI Power Database
RADHANAGRI,Power Plant (Hydro),Thermal/Power Industry,4.8,16.4072,73.9616,WRI Power Database
RAGHUNATHPUR TPP PH-I,Power Plant (Coal),Thermal/Power Industry,1200.0,23.622,86.661,WRI Power Database
RAICHUR,Power Plant (Coal),Thermal/Power Industry,1720.0,16.3532,77.3422,WRI Power Database
RAICHUR STEEL,Power Plant (Coal),Thermal/Power Industry,35.0,16.3027,77.3608,WRI Power Database
RAIGARH TPP,Power Plant (Coal),Thermal/Power Industry,1000.0,21.9846,83.2331,WRI Power Database
RAIKHEDA,Power Plant (Coal),Thermal/Power Industry,1370.0,21.4499,81.8525,WRI Power Database
RAJASHREE CEMENT,Power Plant (Coal),Thermal/Power Industry,38.5,17.1427,77.1749,WRI Power Database
RAJGHAT,Power Plant (Coal),Thermal/Power Industry,135.0,28.6361,77.2542,WRI Power Database
RAJGHAT (MP),Power Plant (Hydro),Thermal/Power Industry,45.0,24.7635,78.2322,WRI Power Database
RAJIV GANDHI  TPS HISAR,Power Plant (Coal),Thermal/Power Industry,1200.0,29.356,75.869,WRI Power Database
RAJPURA DARIBA MINE,Power Plant (Coal),Thermal/Power Industry,160.0,24.9643,74.1197,WRI Power Database
RAJPURA TPP,Power Plant (Coal),Thermal/Power Industry,1400.0,30.557,76.577,WRI Power Database
RAMANAGARAM MILL,Power Plant (Biomass),Thermal/Power Industry,11.0,12.7145,77.4524,WRI Power Database
RAMGANGA,Power Plant (Hydro),Thermal/Power Industry,198.0,29.5169,78.7574,WRI Power Database
RAMGARH GT,Power Plant (Gas),Thermal/Power Industry,270.5,27.336,70.538,WRI Power Database
RAMMAM,Power Plant (Hydro),Thermal/Power Industry,50.0,27.114,88.1376,WRI Power Database
RAMPUR,Power Plant (Hydro),Thermal/Power Industry,412.02,31.4,77.5927,WRI Power Database
RANGANADI,Power Plant (Hydro),Thermal/Power Industry,405.0,27.3426,93.8168,WRI Power Database
RANGIT-III,Power Plant (Hydro),Thermal/Power Industry,60.0,27.2949,88.2921,WRI Power Database
RANJANI MILL,Power Plant (Biomass),Thermal/Power Industry,12.5,18.5354,76.245,WRI Power Database
RANJIT SAGAR,Power Plant (Hydro),Thermal/Power Industry,600.0,32.4404,75.7305,WRI Power Database
RAS CEMENT PLANT,Power Plant (Coal),Thermal/Power Industry,36.0,26.263,74.1878,WRI Power Database
RATIJA TPP,Power Plant (Coal),Thermal/Power Industry,100.0,22.3404,82.493,WRI Power Database
RATNAGIRI GAS,Power Plant (Gas),Thermal/Power Industry,1967.08,17.5587,73.167,WRI Power Database
RAYAL SEEMA,Power Plant (Coal),Thermal/Power Industry,1650.0,14.704,78.4577,WRI Power Database
RELIANCE ENERGY,Power Plant (Gas),Thermal/Power Industry,48.0,15.3771,73.877,WRI Power Database
RENGALI,Power Plant (Hydro),Thermal/Power Industry,250.0,21.2759,85.0355,WRI Power Database
RIHAND,Power Plant (Coal),Thermal/Power Industry,3000.0,24.027,82.7915,WRI Power Database
RIHAND_Hydro,Power Plant (Hydro),Thermal/Power Industry,300.0,24.1778,83.0361,WRI Power Database
RITHALA CCCP,Power Plant (Gas),Thermal/Power Industry,94.8,28.7327,77.1016,WRI Power Database
RMC MANGROL,Power Plant (Hydro),Thermal/Power Industry,6.0,25.1732,75.832,WRI Power Database
ROKHIA GT,Power Plant (Gas),Thermal/Power Industry,63.0,23.626,91.1948,WRI Power Database
ROPAR,Power Plant (Coal),Thermal/Power Industry,840.0,31.0417,76.5847,WRI Power Database
ROSA TPP PH - 1,Power Plant (Coal),Thermal/Power Industry,1200.0,27.818,79.936,WRI Power Database
RUMS} Acme,Power Plant (Solar),Thermal/Power Industry,250.0,24.471,81.549,WRI Power Database
RUMS} Mahindra,Power Plant (Solar),Thermal/Power Industry,250.0,24.484,81.595,WRI Power Database
RUMS} Sprng,Power Plant (Solar),Thermal/Power Industry,250.0,24.469,81.581,WRI Power Database
R_GUNDEM - B,Power Plant (Coal),Thermal/Power Industry,62.5,18.7695,79.4494,WRI Power Database
R_GUNDEM STPS,Power Plant (Coal),Thermal/Power Industry,2600.0,18.7572,79.456,WRI Power Database
Radhanpur,Power Plant (Solar),Thermal/Power Industry,5.0,23.8,71.605,WRI Power Database
Raghawa GAIL,Power Plant (Solar),Thermal/Power Industry,5.0,27.384,70.563,WRI Power Database
Raghawa IOC,Power Plant (Solar),Thermal/Power Industry,5.0,27.385,70.569,WRI Power Database
Raghawa IOC II,Power Plant (Solar),Thermal/Power Industry,9.0,27.385,70.569,WRI Power Database
Raibagh,Power Plant (Solar),Thermal/Power Industry,15.0,16.374,74.774,WRI Power Database
Rajapet Cybercity,Power Plant (Solar),Thermal/Power Industry,5.0,17.699,78.946,WRI Power Database
Rajgarh - NTPC Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,50.0,23.9637,76.719,WRI Power Database
Rajgarh - Ujaas Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,16.5,23.9796,76.7329,WRI Power Database
Rajpur,Power Plant (Solar),Thermal/Power Industry,100.0,21.43,81.305,WRI Power Database
Raksa Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,2.0,25.4106,78.4805,WRI Power Database
Ram Tirath Jaga Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,10.0,29.9619,75.1631,WRI Power Database
Ramadurg,Power Plant (Solar),Thermal/Power Industry,20.0,15.985,75.315,WRI Power Database
Ramagundam Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,10.0,18.764,79.4873,WRI Power Database
Ramannapet,Power Plant (Solar),Thermal/Power Industry,15.0,17.285,79.146,WRI Power Database
Ramayampet SD,Power Plant (Solar),Thermal/Power Industry,10.0,18.125,78.488,WRI Power Database
Ramnad Welspun,Power Plant (Solar),Thermal/Power Industry,30.0,9.222,78.3485,WRI Power Database
Rangareddy Mytrah,Power Plant (Solar),Thermal/Power Industry,7.0,17.3494,78.178,WRI Power Database
Ranna-Belagali,Power Plant (Solar),Thermal/Power Industry,40.0,16.4,75.17,WRI Power Database
Rapar Khokhara Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,23.2592,70.0097,WRI Power Database
Rasulpur Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,27.9363,75.679,WRI Power Database
Ratedi Mondri Wind Farm,Power Plant (Wind),Thermal/Power Industry,26.4,26.8026,70.7736,WRI Power Database
Ravra - IOC Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,27.4108,72.2164,WRI Power Database
Ravra - NWEPL Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,27.4118,72.2127,WRI Power Database
Ravra - SEI Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,27.4092,72.2193,WRI Power Database
Ravra - Welspun Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,50.0,27.4137,72.1577,WRI Power Database
Rawra 10,Power Plant (Solar),Thermal/Power Industry,10.0,27.381,72.138,WRI Power Database
Rawra 20,Power Plant (Solar),Thermal/Power Industry,20.0,27.381,72.138,WRI Power Database
Rawra A,Power Plant (Solar),Thermal/Power Industry,10.0,27.396,72.231,WRI Power Database
Rawra B,Power Plant (Solar),Thermal/Power Industry,25.0,27.384,72.242,WRI Power Database
Rawra Tracker,Power Plant (Solar),Thermal/Power Industry,5.1,27.396,72.154,WRI Power Database
Rawra Viraj,Power Plant (Solar),Thermal/Power Industry,5.5,27.404,72.162,WRI Power Database
Rays Lohia,Power Plant (Solar),Thermal/Power Industry,5.5,27.898,72.951,WRI Power Database
Rays Saboo,Power Plant (Solar),Thermal/Power Industry,5.0,27.898,72.951,WRI Power Database
Regunathamadai,Power Plant (Solar),Thermal/Power Industry,5.0,9.5059,78.2486,WRI Power Database
Relaxo Footwear Kui Inda Wind Farm,Power Plant (Wind),Thermal/Power Industry,6.0,26.4586,72.4706,WRI Power Database
Renjal Solarpack,Power Plant (Solar),Thermal/Power Industry,15.0,18.79,77.918,WRI Power Database
Richa,Power Plant (Solar),Thermal/Power Industry,10.0,23.725,75.535,WRI Power Database
Roaring 40s Wind Farms (Khandke) Private Limited - Phase II,Power Plant (Wind),Thermal/Power Industry,50.4,19.1474,74.8763,WRI Power Database
Rohukurupalli,Power Plant (Solar),Thermal/Power Industry,20.0,14.11,78.786,WRI Power Database
Rojhani Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,30.5,23.7025,75.9246,WRI Power Database
Rucha Soya Wind Farm,Power Plant (Wind),Thermal/Power Industry,35.1,23.0562,70.6004,WRI Power Database
S.SAROVAR CHPH,Power Plant (Hydro),Thermal/Power Industry,250.0,21.8376,73.7559,WRI Power Database
S.SAROVAR RBPH,Power Plant (Hydro),Thermal/Power Industry,1200.0,21.8301,73.7501,WRI Power Database
SABARIGIRI,Power Plant (Hydro),Thermal/Power Industry,300.0,9.3098,77.0727,WRI Power Database
SAGARDIGHI TPP,Power Plant (Coal),Thermal/Power Industry,1600.0,24.3696,88.1046,WRI Power Database
SAHAKAR SHIROMANI,Power Plant (Biomass),Thermal/Power Industry,18.0,17.708,75.1361,WRI Power Database
SALAL I & II,Power Plant (Hydro),Thermal/Power Industry,690.0,33.142,74.8097,WRI Power Database
SALAYA TPP,Power Plant (Coal),Thermal/Power Industry,1200.0,22.3049,69.7101,WRI Power Database
SALORA,Power Plant (Coal),Thermal/Power Industry,135.0,22.49,82.6062,WRI Power Database
SAMALPATTI DG,Power Plant (Oil),Thermal/Power Industry,105.7,12.2995,78.4038,WRI Power Database
SAMAYANALLUR DG,Power Plant (Oil),Thermal/Power Industry,106.0,9.9751,78.0445,WRI Power Database
SAMEERWADI MILL,Power Plant (Biomass),Thermal/Power Industry,24.0,16.3918,75.0411,WRI Power Database
SANGLI KRANTI,Power Plant (Biomass),Thermal/Power Industry,19.7,17.1354,74.4272,WRI Power Database
SANGLI MIRAJ BIOMASS,Power Plant (Biomass),Thermal/Power Industry,10.0,16.9171,74.4821,WRI Power Database
SANGLI VASANTDADA,Power Plant (Biomass),Thermal/Power Industry,12.5,16.881,74.5898,WRI Power Database
SANJAY BHABA,Power Plant (Hydro),Thermal/Power Industry,120.0,31.2642,78.4835,WRI Power Database
SANJAY GANDHI,Power Plant (Coal),Thermal/Power Industry,1340.0,23.3026,81.0668,WRI Power Database
SANKESHWAR MILL,Power Plant (Biomass),Thermal/Power Industry,26.0,16.2478,74.5003,WRI Power Database
SANTALDIH,Power Plant (Coal),Thermal/Power Industry,500.0,23.6013,86.4666,WRI Power Database
SARKARPATHY,Power Plant (Hydro),Thermal/Power Industry,30.0,10.4558,76.8302,WRI Power Database
SASAN UMPP,Power Plant (Coal),Thermal/Power Industry,3960.0,23.9784,82.6275,WRI Power Database
SATNA CEMENT PLANT,Power Plant (Coal),Thermal/Power Industry,29.0,24.5959,80.858,WRI Power Database
SATPURA,Power Plant (Coal),Thermal/Power Industry,1330.0,22.11,78.173,WRI Power Database
SBT SUGAR,Power Plant (Biomass),Thermal/Power Industry,16.0,19.6125,74.1924,WRI Power Database
SEIONI TPP,Power Plant (Coal),Thermal/Power Industry,600.0,22.7355,79.9123,WRI Power Database
SEMBCORP GAYATRI,Power Plant (Coal),Thermal/Power Industry,1320.0,14.351,80.1443,WRI Power Database
SENGULAM,Power Plant (Hydro),Thermal/Power Industry,48.0,9.976,77.0309,WRI Power Database
SERVALAR,Power Plant (Hydro),Thermal/Power Industry,20.0,8.6895,77.3048,WRI Power Database
SEWA-II,Power Plant (Hydro),Thermal/Power Industry,120.0,32.6762,75.8215,WRI Power Database
SEWA-III,Power Plant (Hydro),Thermal/Power Industry,9.0,32.6029,75.9006,WRI Power Database
SHANAN,Power Plant (Hydro),Thermal/Power Industry,110.0,31.9894,76.8072,WRI Power Database
SHARAVATHY,Power Plant (Hydro),Thermal/Power Industry,1035.0,14.2352,74.7673,WRI Power Database
SHARAVATHY TAIL RACE (Gerusupa),Power Plant (Hydro),Thermal/Power Industry,240.0,14.2352,74.7673,WRI Power Database
SHIMSAPURA,Power Plant (Hydro),Thermal/Power Industry,17.2,12.3409,77.1906,WRI Power Database
SHIROL MILL,Power Plant (Biomass),Thermal/Power Industry,36.0,16.7493,74.5854,WRI Power Database
SHOLAYAR,Power Plant (Hydro),Thermal/Power Industry,54.0,10.3046,76.7305,WRI Power Database
SHOLAYAR I&II,Power Plant (Hydro),Thermal/Power Industry,70.0,10.3575,76.879,WRI Power Database
SHREE MEGA POWER,Power Plant (Coal),Thermal/Power Industry,300.0,26.0743,74.3858,WRI Power Database
SHRI MALAPRABHA,Power Plant (Biomass),Thermal/Power Industry,22.0,15.6933,74.7162,WRI Power Database
SHRI SHANKAR,Power Plant (Biomass),Thermal/Power Industry,20.0,17.8676,74.8405,WRI Power Database
SHRIRAM RAYONS PLANT,Power Plant (Coal),Thermal/Power Industry,40.0,25.1296,75.8832,WRI Power Database
SIIL Jaibhim Wind Farm,Power Plant (Wind),Thermal/Power Industry,33.6,21.127,74.2673,WRI Power Database
SIKKA REP.,Power Plant (Coal),Thermal/Power Industry,500.0,22.4208,69.8276,WRI Power Database
SIMHADRI,Power Plant (Coal),Thermal/Power Industry,2000.0,17.591,83.0917,WRI Power Database
SIMHAPURI TPP,Power Plant (Coal),Thermal/Power Industry,600.0,14.2133,80.0838,WRI Power Database
SINGARENI TPP,Power Plant (Coal),Thermal/Power Industry,1200.0,18.8372,79.5748,WRI Power Database
SINGRAULI STPS,Power Plant (Coal),Thermal/Power Industry,2000.0,24.1033,82.7068,WRI Power Database
SINGUR,Power Plant (Hydro),Thermal/Power Industry,15.0,18.6609,78.0876,WRI Power Database
SIPAT STPS,Power Plant (Coal),Thermal/Power Industry,2980.0,22.13,82.293,WRI Power Database
SITAPURAM POWER LIMITED,Power Plant (Coal),Thermal/Power Industry,43.0,16.8301,80.0407,WRI Power Database
SIVASAMUNDRUM,Power Plant (Hydro),Thermal/Power Industry,42.0,12.3082,77.165,WRI Power Database
SOLAPUR STPP,Power Plant (Coal),Thermal/Power Industry,1320.0,31.7537,77.246,WRI Power Database
SONAI MILL,Power Plant (Biomass),Thermal/Power Industry,16.0,19.3804,74.8397,WRI Power Database
SOUTHERN REPL.,Power Plant (Coal),Thermal/Power Industry,135.0,22.5488,88.2926,WRI Power Database
SRINAGAR,Power Plant (Hydro),Thermal/Power Industry,330.0,30.2313,78.7924,WRI Power Database
SRISAILAM,Power Plant (Hydro),Thermal/Power Industry,770.0,16.0869,78.9007,WRI Power Database
SRISAILAM LBPH,Power Plant (Hydro),Thermal/Power Industry,900.0,16.0929,78.9118,WRI Power Database
STAKNA,Power Plant (Hydro),Thermal/Power Industry,4.0,33.9594,77.7142,WRI Power Database
STERLITE TPP,Power Plant (Coal),Thermal/Power Industry,600.0,21.8144,84.0404,WRI Power Database
SUBERNREKHA I&II,Power Plant (Hydro),Thermal/Power Industry,130.0,23.457,85.555,WRI Power Database
SUGEN CCCP,Power Plant (Gas),Thermal/Power Industry,1147.5,21.3395,72.9889,WRI Power Database
SURAT LIG.,Power Plant (Coal),Thermal/Power Industry,500.0,21.397,73.106,WRI Power Database
SURATGARH,Power Plant (Coal),Thermal/Power Industry,1500.0,29.179,74.0202,WRI Power Database
SURULIYAR,Power Plant (Hydro),Thermal/Power Industry,35.0,9.62,77.2726,WRI Power Database
SURYA,Power Plant (Hydro),Thermal/Power Industry,6.0,19.9214,73.0575,WRI Power Database
SVPL,Power Plant (Coal),Thermal/Power Industry,63.0,22.2915,82.5257,WRI Power Database
SWASTIK KORBA,Power Plant (Coal),Thermal/Power Industry,25.0,22.3005,82.7047,WRI Power Database
SWPPL Madhavakurichi,Power Plant (Wind),Thermal/Power Industry,10.5,8.823,77.6271,WRI Power Database
SWPPL Manurpalayam,Power Plant (Wind),Thermal/Power Industry,21.0,10.8166,77.3199,WRI Power Database
SWPPL Vadakkupanavadali,Power Plant (Wind),Thermal/Power Industry,10.5,9.0782,77.591,WRI Power Database
Sadashivpet Acme,Power Plant (Solar),Thermal/Power Industry,50.0,17.7,77.803,WRI Power Database
Sadashivpet ES,Power Plant (Solar),Thermal/Power Industry,50.0,17.584,77.885,WRI Power Database
Sadashivpet Karvy,Power Plant (Solar),Thermal/Power Industry,20.0,17.662,77.866,WRI Power Database
Sadashivpet Renew,Power Plant (Solar),Thermal/Power Industry,24.0,17.542,77.966,WRI Power Database
Sadeipali - ASPL Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,20.731,83.4538,WRI Power Database
Sadeipali - REHPL Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,20.7325,83.4632,WRI Power Database
Sadipali IBC,Power Plant (Solar),Thermal/Power Industry,20.0,20.75,83.48,WRI Power Database
Sadlapur,Power Plant (Solar),Thermal/Power Industry,50.0,17.793,77.013,WRI Power Database
Sai Sulphonates Wind Mill,Power Plant (Wind),Thermal/Power Industry,1.5,10.9262,77.3841,WRI Power Database
Sakri 1A Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,100.0,21.0726,74.3862,WRI Power Database
Sakri 1B Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,25.0,21.0864,74.3529,WRI Power Database
Salakpur,Power Plant (Solar),Thermal/Power Industry,11.0,17.903,79.032,WRI Power Database
Salboni OCL,Power Plant (Solar),Thermal/Power Industry,5.5,22.605,87.285,WRI Power Database
Salboni WBSEDCL,Power Plant (Solar),Thermal/Power Industry,10.0,22.585,87.265,WRI Power Database
Salhebhantha,Power Plant (Solar),Thermal/Power Industry,30.0,21.12,82.484,WRI Power Database
Saltek-Bhamer,Power Plant (Solar),Thermal/Power Industry,70.0,21.07,74.32,WRI Power Database
Samudram,Power Plant (Solar),Thermal/Power Industry,39.0,11.665,77.89,WRI Power Database
Sangatpura Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,10.0,29.9611,75.7767,WRI Power Database
Santaldih,Power Plant (Solar),Thermal/Power Industry,10.0,23.56,86.475,WRI Power Database
Santej,Power Plant (Solar),Thermal/Power Industry,16.2,23.1394,72.4528,WRI Power Database
Santhpur PCIL,Power Plant (Solar),Thermal/Power Industry,40.0,18.17,77.425,WRI Power Database
Santhpur Sharda,Power Plant (Solar),Thermal/Power Industry,6.0,18.147,77.423,WRI Power Database
